,Subject,Trial,Song,Entropy,Familiarity,Enjoyment,Artist,Length,Popularity,Explicit,Acousticness,Danceability,Energy,Liveness,Loudness,Key,Mode,Speachiness,Instrumentalness,Tempo,Time signature,Happiness,Subjects,Area,Electrode,Mean_alpha,Std_alpha,Time_over_std,Event_density,Pulse_clarity,Zero_cross,Rolloff,Brightness,Regularity,Mir_entropy,Age,Training,Listening
10,1,1,First Fires,1.6494245850387306,1,8,Bonobo,4m 38s,45,no,39,61,41,44,-10.5,G#,major,4,29,110,4,21,1,leg_area,7,1.06176374258598,1.63771658057094,0.0359712230215827,0.838829939776314,0.357433874002505,944.395154789876,6107.11290836334,0.477065382237165,0.596354514732636,0.903008457005237,25,2,28
11,1,1,First Fires,1.6494245850387306,1,8,Bonobo,4m 38s,45,no,39,61,41,44,-10.5,G#,major,4,29,110,4,21,1,leg_area,31,0.958882875026669,1.49656429010293,0.0467625899280576,0.838829939776314,0.357433874002505,944.395154789876,6107.11290836334,0.477065382237165,0.596354514732636,0.903008457005237,25,2,28
12,1,1,First Fires,1.6494245850387306,1,8,Bonobo,4m 38s,45,no,39,61,41,44,-10.5,G#,major,4,29,110,4,21,1,leg_area,55,0.931143128671256,1.49210747124929,0.0503597122302158,0.838829939776314,0.357433874002505,944.395154789876,6107.11290836334,0.477065382237165,0.596354514732636,0.903008457005237,25,2,28
13,1,1,First Fires,1.6494245850387306,1,8,Bonobo,4m 38s,45,no,39,61,41,44,-10.5,G#,major,4,29,110,4,21,1,leg_area,80,1.01613914204987,1.61245521025273,0.0503597122302158,0.838829939776314,0.357433874002505,944.395154789876,6107.11290836334,0.477065382237165,0.596354514732636,0.903008457005237,25,2,28
14,1,1,First Fires,1.6494245850387306,1,8,Bonobo,4m 38s,45,no,39,61,41,44,-10.5,G#,major,4,29,110,4,21,1,leg_area,106,1.30537111109506,2.00578474850255,0.039568345323741,0.838829939776314,0.357433874002505,944.395154789876,6107.11290836334,0.477065382237165,0.596354514732636,0.903008457005237,25,2,28
15,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,left_arm,30,0.751127508841825,1.18593788580657,0.0581818181818182,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
16,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,left_arm,36,0.608779731818271,0.911490860908971,0.0690909090909091,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
17,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,left_arm,37,0.833007159820967,1.27323632756704,0.04,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
18,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,left_arm,41,0.73699813955046,1.18836102979405,0.0436363636363636,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
19,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,left_arm,42,0.766348911460209,1.17858462851199,0.0472727272727273,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
20,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,right_arm,87,1.02296836082441,1.60011757122721,0.0472727272727273,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
21,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,right_arm,93,1.20544749072102,1.96239212884875,0.0545454545454545,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
22,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,right_arm,103,0.856236276768262,1.38705219814779,0.0545454545454545,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
23,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,right_arm,104,0.87593494224017,1.41574170935804,0.0545454545454545,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
24,1,2,Tiptoes,1.2104703736515234,1,8,Two Door Cinema Club,3m 34s,34,no,1,55,67,9,-5.7,D,major,4,0,134,4,56,1,right_arm,105,0.795800153780103,1.24402331715709,0.0436363636363636,3.14729332773815,0.441748783108798,1334.51589908941,9626.33013725281,0.494182570240861,0.307724037158827,0.923015610625521,25,2,28
